"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2015-07-09 17:20:32 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,"Czech Rep.",Algeria,Asylum-seekers,*
2014,"Czech Rep.",Ecuador,Asylum-seekers,
2014,"Czech Rep.",Egypt,Asylum-seekers,*
2014,"Czech Rep.",Eritrea,Asylum-seekers,*
2014,"Czech Rep.",Ethiopia,Asylum-seekers,9
2014,"Czech Rep.",Georgia,Asylum-seekers,8
2014,"Czech Rep.",Ghana,Asylum-seekers,5
2014,"Czech Rep.",Guinea,Asylum-seekers,*
2014,"Czech Rep.",Gambia,Asylum-seekers,
2014,"Czech Rep.",Guinea-Bissau,Asylum-seekers,*
2014,"Czech Rep.",Croatia,Asylum-seekers,
2014,"Czech Rep.",India,Asylum-seekers,*
2014,"Czech Rep.","Iran (Islamic Rep. of)",Asylum-seekers,*
2014,"Czech Rep.",Iraq,Asylum-seekers,12
2014,"Czech Rep.",Israel,Asylum-seekers,
2014,"Czech Rep.",Jordan,Asylum-seekers,
2014,"Czech Rep.",Kazakhstan,Asylum-seekers,*
2014,"Czech Rep.",Kyrgyzstan,Asylum-seekers,6
2014,"Czech Rep.",Lebanon,Asylum-seekers,*
2014,"Czech Rep.",Liberia,Asylum-seekers,*
2014,"Czech Rep.",Libya,Asylum-seekers,*
2014,"Czech Rep.","Sri Lanka",Asylum-seekers,*
2014,"Czech Rep.",Morocco,Asylum-seekers,*
2014,"Czech Rep.","Rep. of Moldova",Asylum-seekers,7
2014,"Czech Rep.","The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,"Czech Rep.",Mali,Asylum-seekers,*
2014,"Czech Rep.",Myanmar,Asylum-seekers,*
2014,"Czech Rep.",Mongolia,Asylum-seekers,*
2014,"Czech Rep.",Niger,Asylum-seekers,*
2014,"Czech Rep.",Nigeria,Asylum-seekers,13
2014,"Czech Rep.",Nepal,Asylum-seekers,*
2014,"Czech Rep.",Pakistan,Asylum-seekers,*
2014,"Czech Rep.",Philippines,Asylum-seekers,*
2014,"Czech Rep.",Poland,Asylum-seekers,*
2014,"Czech Rep.","Dem. People's Rep. of Korea",Asylum-seekers,*
2014,"Czech Rep.",Palestinian,Asylum-seekers,
2014,"Czech Rep.",Romania,Asylum-seekers,
2014,"Czech Rep.","Russian Federation",Asylum-seekers,19
2014,"Czech Rep.",Rwanda,Asylum-seekers,
2014,"Czech Rep.","Saudi Arabia",Asylum-seekers,
2014,"Czech Rep.",Sudan,Asylum-seekers,*
2014,"Czech Rep.",Senegal,Asylum-seekers,*
2014,"Czech Rep.","Sierra Leone",Asylum-seekers,*
2014,"Czech Rep.",Somalia,Asylum-seekers,*
2014,"Czech Rep.","Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,9
2014,"Czech Rep.",Slovakia,Asylum-seekers,*
2014,"Czech Rep.","Syrian Arab Rep.",Asylum-seekers,54
2014,"Czech Rep.",Chad,Asylum-seekers,
2014,"Czech Rep.",Togo,Asylum-seekers,*
2014,"Czech Rep.",Thailand,Asylum-seekers,*
2014,"Czech Rep.",Tajikistan,Asylum-seekers,
2014,"Czech Rep.",Turkmenistan,Asylum-seekers,
2014,"Czech Rep.",Tunisia,Asylum-seekers,*
2014,"Czech Rep.",Turkey,Asylum-seekers,6
2014,"Czech Rep.",Uganda,Asylum-seekers,
2014,"Czech Rep.",Ukraine,Asylum-seekers,174
2014,"Czech Rep.",Uzbekistan,Asylum-seekers,*
2014,"Czech Rep.","Venezuela (Bolivarian Republic of)",Asylum-seekers,*
2014,"Czech Rep.","Viet Nam",Asylum-seekers,28
2014,"Czech Rep.",Stateless,Asylum-seekers,22
2014,"Czech Rep.",Various/Unknown,Asylum-seekers,
2014,"Czech Rep.",Yemen,Asylum-seekers,*
2014,"Czech Rep.","South Africa",Asylum-seekers,
2014,"Czech Rep.",Zimbabwe,Asylum-seekers,*
2014,Germany,Afghanistan,Asylum-seekers,19023
2014,Germany,Angola,Asylum-seekers,236
2014,Germany,Albania,Asylum-seekers,6985
2014,Germany,"United Arab Emirates",Asylum-seekers,*
2014,Germany,Argentina,Asylum-seekers,*
2014,Germany,Armenia,Asylum-seekers,3338
2014,Germany,Australia,Asylum-seekers,*
2014,Germany,Austria,Asylum-seekers,*
2014,Germany,Azerbaijan,Asylum-seekers,2379
2014,Germany,Burundi,Asylum-seekers,22
2014,Germany,Belgium,Asylum-seekers,*
2014,Germany,Benin,Asylum-seekers,325
2014,Germany,"Burkina Faso",Asylum-seekers,262
2014,Germany,Bangladesh,Asylum-seekers,1282
2014,Germany,Bulgaria,Asylum-seekers,34
2014,Germany,Bahrain,Asylum-seekers,29
2014,Germany,Bahamas,Asylum-seekers,*
2014,Germany,"Bosnia and Herzegovina",Asylum-seekers,5541
2014,Germany,Belarus,Asylum-seekers,142
2014,Germany,"Bolivia (Plurinational State of)",Asylum-seekers,*
2014,Germany,Brazil,Asylum-seekers,16
2014,Germany,Barbados,Asylum-seekers,
2014,Germany,Bhutan,Asylum-seekers,21
2014,Germany,Botswana,Asylum-seekers,9
2014,Germany,"Central African Rep.",Asylum-seekers,40
2014,Germany,Canada,Asylum-seekers,*
2014,Germany,Switzerland,Asylum-seekers,*
2014,Germany,Chile,Asylum-seekers,*
2014,Germany,China,Asylum-seekers,886
2014,Germany,"Côte d'Ivoire",Asylum-seekers,443
2014,Germany,Cameroon,Asylum-seekers,1030
2014,Germany,"Dem. Rep. of the Congo",Asylum-seekers,665
2014,Germany,Congo,Asylum-seekers,120
2014,Germany,Colombia,Asylum-seekers,54
2014,Germany,Comoros,Asylum-seekers,*
2014,Germany,"Cabo Verde",Asylum-seekers,
2014,Germany,"Costa Rica",Asylum-seekers,
2014,Germany,Cuba,Asylum-seekers,104
2014,Germany,Cyprus,Asylum-seekers,*
2014,Germany,"Czech Rep.",Asylum-seekers,15
2014,Germany,Germany,Asylum-seekers,
2014,Germany,Djibouti,Asylum-seekers,13
2014,Germany,"Dominican Rep.",Asylum-seekers,6
2014,Germany,Algeria,Asylum-seekers,2263
2014,Germany,Ecuador,Asylum-seekers,*
2014,Germany,Egypt,Asylum-seekers,2842
2014,Germany,Eritrea,Asylum-seekers,15819
2014,Germany,Spain,Asylum-seekers,23
2014,Germany,Estonia,Asylum-seekers,*
2014,Germany,Ethiopia,Asylum-seekers,2115
2014,Germany,Finland,Asylum-seekers,*
2014,Germany,France,Asylum-seekers,*
2014,Germany,Gabon,Asylum-seekers,10
2014,Germany,"United Kingdom",Asylum-seekers,*
2014,Germany,Georgia,Asylum-seekers,3476
2014,Germany,Ghana,Asylum-seekers,1695
2014,Germany,Guinea,Asylum-seekers,2218
2014,Germany,Gambia,Asylum-seekers,2416
2014,Germany,Guinea-Bissau,Asylum-seekers,357
2014,Germany,"Equatorial Guinea",Asylum-seekers,9
2014,Germany,Greece,Asylum-seekers,6
2014,Germany,Guatemala,Asylum-seekers,13
2014,Germany,"China, Macao SAR",Asylum-seekers,*
2014,Germany,Honduras,Asylum-seekers,9
2014,Germany,Croatia,Asylum-seekers,34
2014,Germany,Haiti,Asylum-seekers,7
2014,Germany,Hungary,Asylum-seekers,17
2014,Germany,Indonesia,Asylum-seekers,5
2014,Germany,India,Asylum-seekers,2357
2014,Germany,"Iran (Islamic Rep. of)",Asylum-seekers,7632
2014,Germany,Iraq,Asylum-seekers,10360
2014,Germany,Israel,Asylum-seekers,46
2014,Germany,Italy,Asylum-seekers,22
2014,Germany,Jamaica,Asylum-seekers,21
2014,Germany,Jordan,Asylum-seekers,175
2014,Germany,Japan,Asylum-seekers,*
2014,Germany,Kazakhstan,Asylum-seekers,188
2014,Germany,Kenya,Asylum-seekers,368
2014,Germany,Kyrgyzstan,Asylum-seekers,171
2014,Germany,Cambodia,Asylum-seekers,28
2014,Germany,"Rep. of Korea",Asylum-seekers,8
2014,Germany,Kuwait,Asylum-seekers,*
2014,Germany,"Lao People's Dem. Rep.",Asylum-seekers,*
2014,Germany,Lebanon,Asylum-seekers,1176
2014,Germany,Liberia,Asylum-seekers,109
2014,Germany,Libya,Asylum-seekers,786
2014,Germany,"Saint Lucia",Asylum-seekers,
2014,Germany,"Sri Lanka",Asylum-seekers,1308
2014,Germany,Lithuania,Asylum-seekers,*
2014,Germany,Luxembourg,Asylum-seekers,*
2014,Germany,Latvia,Asylum-seekers,6
2014,Germany,Morocco,Asylum-seekers,1557
2014,Germany,"Rep. of Moldova",Asylum-seekers,299
2014,Germany,Madagascar,Asylum-seekers,*
2014,Germany,Mexico,Asylum-seekers,6
2014,Germany,"The former Yugoslav Republic of Macedonia",Asylum-seekers,7087
2014,Germany,Mali,Asylum-seekers,802
2014,Germany,Myanmar,Asylum-seekers,148
2014,Germany,Montenegro,Asylum-seekers,1008
2014,Germany,Mongolia,Asylum-seekers,511
2014,Germany,Mozambique,Asylum-seekers,7
2014,Germany,Mauritania,Asylum-seekers,114
2014,Germany,Mauritius,Asylum-seekers,*
2014,Germany,Malawi,Asylum-seekers,*
2014,Germany,Malaysia,Asylum-seekers,*
2014,Germany,Namibia,Asylum-seekers,*
2014,Germany,Niger,Asylum-seekers,159
2014,Germany,Nigeria,Asylum-seekers,5978
2014,Germany,Nicaragua,Asylum-seekers,*
2014,Germany,Netherlands,Asylum-seekers,8
2014,Germany,Norway,Asylum-seekers,
2014,Germany,Nepal,Asylum-seekers,58
2014,Germany,"New Zealand",Asylum-seekers,
2014,Germany,Oman,Asylum-seekers,*
2014,Germany,Pakistan,Asylum-seekers,9125
2014,Germany,Panama,Asylum-seekers,
2014,Germany,Peru,Asylum-seekers,9
2014,Germany,Philippines,Asylum-seekers,19
2014,Germany,Palau,Asylum-seekers,*
2014,Germany,Poland,Asylum-seekers,21
2014,Germany,"Dem. People's Rep. of Korea",Asylum-seekers,86
2014,Germany,Portugal,Asylum-seekers,*
2014,Germany,Paraguay,Asylum-seekers,
2014,Germany,Palestinian,Asylum-seekers,402
2014,Germany,Romania,Asylum-seekers,21
2014,Germany,"Russian Federation",Asylum-seekers,12677
2014,Germany,Rwanda,Asylum-seekers,67
2014,Germany,"Saudi Arabia",Asylum-seekers,*
2014,Germany,Sudan,Asylum-seekers,1022
2014,Germany,Senegal,Asylum-seekers,1173
2014,Germany,Singapore,Asylum-seekers,
2014,Germany,"Solomon Islands",Asylum-seekers,*
2014,Germany,"Sierra Leone",Asylum-seekers,477
2014,Germany,"El Salvador",Asylum-seekers,11
2014,Germany,Somalia,Asylum-seekers,8386
2014,Germany,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,27788
2014,Germany,"South Sudan",Asylum-seekers,50
2014,Germany,"Sao Tome and Principe",Asylum-seekers,*
2014,Germany,Suriname,Asylum-seekers,*
2014,Germany,Slovakia,Asylum-seekers,*
2014,Germany,Slovenia,Asylum-seekers,*
2014,Germany,Sweden,Asylum-seekers,*
2014,Germany,Swaziland,Asylum-seekers,*
2014,Germany,Seychelles,Asylum-seekers,*
2014,Germany,"Syrian Arab Rep.",Asylum-seekers,29591
2014,Germany,Chad,Asylum-seekers,269
2014,Germany,Togo,Asylum-seekers,332
2014,Germany,Thailand,Asylum-seekers,*
2014,Germany,Tajikistan,Asylum-seekers,424
2014,Germany,Turkmenistan,Asylum-seekers,425
2014,Germany,Tonga,Asylum-seekers,
2014,Germany,Tunisia,Asylum-seekers,664
2014,Germany,Turkey,Asylum-seekers,3815
2014,Germany,"United Rep. of Tanzania",Asylum-seekers,65
2014,Germany,Uganda,Asylum-seekers,152
2014,Germany,Ukraine,Asylum-seekers,2772
2014,Germany,Uruguay,Asylum-seekers,
2014,Germany,"United States of America",Asylum-seekers,17
2014,Germany,Uzbekistan,Asylum-seekers,53
2014,Germany,"Venezuela (Bolivarian Republic of)",Asylum-seekers,17
2014,Germany,"British Virgin Islands",Asylum-seekers,*
2014,Germany,"Viet Nam",Asylum-seekers,825
2014,Germany,Stateless,Asylum-seekers,1173
2014,Germany,Various/Unknown,Asylum-seekers,5011
2014,Germany,Yemen,Asylum-seekers,266
2014,Germany,"South Africa",Asylum-seekers,10
2014,Germany,Zambia,Asylum-seekers,6
2014,Germany,Zimbabwe,Asylum-seekers,38
2014,Djibouti,Burundi,Asylum-seekers,*
2014,Djibouti,Bangladesh,Asylum-seekers,
2014,Djibouti,"Côte d'Ivoire",Asylum-seekers,*
2014,Djibouti,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Djibouti,Eritrea,Asylum-seekers,937
2014,Djibouti,Ethiopia,Asylum-seekers,2788
2014,Djibouti,Iraq,Asylum-seekers,*
2014,Djibouti,Kenya,Asylum-seekers,
2014,Djibouti,Madagascar,Asylum-seekers,*
2014,Djibouti,Philippines,Asylum-seekers,
2014,Djibouti,Sudan,Asylum-seekers,*
2014,Djibouti,Somalia,Asylum-seekers,62
2014,Djibouti,"Syrian Arab Rep.",Asylum-seekers,*
2014,Djibouti,Yemen,Asylum-seekers,25
2014,Denmark,Afghanistan,Asylum-seekers,144
2014,Denmark,Angola,Asylum-seekers,
2014,Denmark,Albania,Asylum-seekers,7
2014,Denmark,Armenia,Asylum-seekers,53
2014,Denmark,Azerbaijan,Asylum-seekers,17
2014,Denmark,Burundi,Asylum-seekers,*
2014,Denmark,Benin,Asylum-seekers,*
2014,Denmark,"Burkina Faso",Asylum-seekers,*
2014,Denmark,Bangladesh,Asylum-seekers,13
2014,Denmark,Bulgaria,Asylum-seekers,*
2014,Denmark,Bahrain,Asylum-seekers,*
2014,Denmark,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Denmark,Belarus,Asylum-seekers,10
2014,Denmark,Bhutan,Asylum-seekers,
2014,Denmark,"Central African Rep.",Asylum-seekers,*
2014,Denmark,Canada,Asylum-seekers,*
2014,Denmark,Chile,Asylum-seekers,*
2014,Denmark,China,Asylum-seekers,7
2014,Denmark,"Côte d'Ivoire",Asylum-seekers,*
2014,Denmark,Cameroon,Asylum-seekers,*
2014,Denmark,"Dem. Rep. of the Congo",Asylum-seekers,16
2014,Denmark,Congo,Asylum-seekers,*
2014,Denmark,Colombia,Asylum-seekers,*
2014,Denmark,Cuba,Asylum-seekers,*
2014,Denmark,Djibouti,Asylum-seekers,
2014,Denmark,Denmark,Asylum-seekers,
2014,Denmark,"Dominican Rep.",Asylum-seekers,*
2014,Denmark,Algeria,Asylum-seekers,5
2014,Denmark,Ecuador,Asylum-seekers,*
2014,Denmark,Egypt,Asylum-seekers,13
2014,Denmark,Eritrea,Asylum-seekers,1268
2014,Denmark,Spain,Asylum-seekers,*
2014,Denmark,Ethiopia,Asylum-seekers,38
2014,Denmark,"United Kingdom",Asylum-seekers,*
2014,Denmark,Georgia,Asylum-seekers,22
2014,Denmark,Ghana,Asylum-seekers,6
2014,Denmark,Guinea,Asylum-seekers,*
2014,Denmark,Gambia,Asylum-seekers,*
2014,Denmark,Guinea-Bissau,Asylum-seekers,*
2014,Denmark,Greece,Asylum-seekers,*
2014,Denmark,Guatemala,Asylum-seekers,*
2014,Denmark,Croatia,Asylum-seekers,*
2014,Denmark,Indonesia,Asylum-seekers,
2014,Denmark,India,Asylum-seekers,8
2014,Denmark,"Iran (Islamic Rep. of)",Asylum-seekers,117
2014,Denmark,Iraq,Asylum-seekers,75
2014,Denmark,Israel,Asylum-seekers,*
2014,Denmark,Jordan,Asylum-seekers,8
2014,Denmark,Kazakhstan,Asylum-seekers,*
2014,Denmark,Kenya,Asylum-seekers,7
2014,Denmark,Kyrgyzstan,Asylum-seekers,*
2014,Denmark,Cambodia,Asylum-seekers,
2014,Denmark,"Rep. of Korea",Asylum-seekers,
2014,Denmark,Kuwait,Asylum-seekers,*
2014,Denmark,Lebanon,Asylum-seekers,20
2014,Denmark,Liberia,Asylum-seekers,*
2014,Denmark,Libya,Asylum-seekers,7
2014,Denmark,"Sri Lanka",Asylum-seekers,7
2014,Denmark,Lithuania,Asylum-seekers,*
2014,Denmark,Latvia,Asylum-seekers,*
2014,Denmark,Morocco,Asylum-seekers,10
2014,Denmark,"Rep. of Moldova",Asylum-seekers,*
2014,Denmark,Mexico,Asylum-seekers,*
2014,Denmark,"The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,Denmark,Mali,Asylum-seekers,*
2014,Denmark,Myanmar,Asylum-seekers,32
2014,Denmark,Montenegro,Asylum-seekers,*
2014,Denmark,Mongolia,Asylum-seekers,*
2014,Denmark,Mauritania,Asylum-seekers,*
2014,Denmark,Mauritius,Asylum-seekers,*
2014,Denmark,Malawi,Asylum-seekers,*
2014,Denmark,Malaysia,Asylum-seekers,*
2014,Denmark,Namibia,Asylum-seekers,*
2014,Denmark,Niger,Asylum-seekers,*
2014,Denmark,Nigeria,Asylum-seekers,18
2014,Denmark,Nicaragua,Asylum-seekers,*
2014,Denmark,Netherlands,Asylum-seekers,*
2014,Denmark,Norway,Asylum-seekers,*
2014,Denmark,Nepal,Asylum-seekers,*
2014,Denmark,Oman,Asylum-seekers,*
2014,Denmark,Pakistan,Asylum-seekers,20
2014,Denmark,Peru,Asylum-seekers,*
2014,Denmark,Philippines,Asylum-seekers,*
2014,Denmark,Poland,Asylum-seekers,*
2014,Denmark,"Dem. People's Rep. of Korea",Asylum-seekers,7
2014,Denmark,Portugal,Asylum-seekers,*
2014,Denmark,Palestinian,Asylum-seekers,
2014,Denmark,Romania,Asylum-seekers,*
2014,Denmark,"Russian Federation",Asylum-seekers,198
2014,Denmark,Rwanda,Asylum-seekers,*
2014,Denmark,"Saudi Arabia",Asylum-seekers,*
2014,Denmark,Sudan,Asylum-seekers,20
2014,Denmark,Senegal,Asylum-seekers,*
2014,Denmark,"Sierra Leone",Asylum-seekers,*
2014,Denmark,Somalia,Asylum-seekers,229
2014,Denmark,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,15
2014,Denmark,Sweden,Asylum-seekers,*
2014,Denmark,"Syrian Arab Rep.",Asylum-seekers,1468
2014,Denmark,Chad,Asylum-seekers,*
2014,Denmark,Togo,Asylum-seekers,*
2014,Denmark,Thailand,Asylum-seekers,*
2014,Denmark,Tajikistan,Asylum-seekers,*
2014,Denmark,Tunisia,Asylum-seekers,6
2014,Denmark,Turkey,Asylum-seekers,*
2014,Denmark,"United Rep. of Tanzania",Asylum-seekers,*
2014,Denmark,Uganda,Asylum-seekers,17
2014,Denmark,Ukraine,Asylum-seekers,46
2014,Denmark,"United States of America",Asylum-seekers,*
2014,Denmark,Uzbekistan,Asylum-seekers,*
2014,Denmark,"Viet Nam",Asylum-seekers,*
2014,Denmark,Stateless,Asylum-seekers,291
2014,Denmark,Various/Unknown,Asylum-seekers,*
2014,Denmark,Yemen,Asylum-seekers,*
2014,Denmark,Zambia,Asylum-seekers,*
2014,Denmark,Zimbabwe,Asylum-seekers,*
2014,"Dominican Rep.",Afghanistan,Asylum-seekers,*
2014,"Dominican Rep.",Colombia,Asylum-seekers,*
2014,"Dominican Rep.",Cuba,Asylum-seekers,16
2014,"Dominican Rep.","Dominican Rep.",Asylum-seekers,
2014,"Dominican Rep.",Haiti,Asylum-seekers,722
2014,"Dominican Rep.","Iran (Islamic Rep. of)",Asylum-seekers,*
2014,"Dominican Rep.",Iraq,Asylum-seekers,
2014,"Dominican Rep.",Libya,Asylum-seekers,*
2014,"Dominican Rep.","Sri Lanka",Asylum-seekers,*
2014,"Dominican Rep.",Niger,Asylum-seekers,*
2014,"Dominican Rep.","Syrian Arab Rep.",Asylum-seekers,*
2014,"Dominican Rep.","Venezuela (Bolivarian Republic of)",Asylum-seekers,*
2014,Algeria,Afghanistan,Asylum-seekers,
2014,Algeria,Angola,Asylum-seekers,*
2014,Algeria,Burundi,Asylum-seekers,*
2014,Algeria,Benin,Asylum-seekers,*
2014,Algeria,"Burkina Faso",Asylum-seekers,*
2014,Algeria,"Central African Rep.",Asylum-seekers,51
2014,Algeria,"Côte d'Ivoire",Asylum-seekers,54
2014,Algeria,Cameroon,Asylum-seekers,25
2014,Algeria,"Dem. Rep. of the Congo",Asylum-seekers,36
2014,Algeria,Congo,Asylum-seekers,*
2014,Algeria,Egypt,Asylum-seekers,*
2014,Algeria,Eritrea,Asylum-seekers,*
2014,Algeria,"Western Sahara",Asylum-seekers,
2014,Algeria,Ethiopia,Asylum-seekers,*
2014,Algeria,Gabon,Asylum-seekers,*
2014,Algeria,Ghana,Asylum-seekers,*
2014,Algeria,Guinea,Asylum-seekers,15
2014,Algeria,Iraq,Asylum-seekers,10
2014,Algeria,Jordan,Asylum-seekers,*
2014,Algeria,Lebanon,Asylum-seekers,*
2014,Algeria,Liberia,Asylum-seekers,*
2014,Algeria,Libya,Asylum-seekers,42
2014,Algeria,Morocco,Asylum-seekers,*
2014,Algeria,Mali,Asylum-seekers,109
2014,Algeria,Mauritania,Asylum-seekers,
2014,Algeria,Niger,Asylum-seekers,*
2014,Algeria,Nigeria,Asylum-seekers,15
2014,Algeria,Palestinian,Asylum-seekers,376
2014,Algeria,Sudan,Asylum-seekers,12
2014,Algeria,Senegal,Asylum-seekers,*
2014,Algeria,"Sierra Leone",Asylum-seekers,*
2014,Algeria,Somalia,Asylum-seekers,
2014,Algeria,"Syrian Arab Rep.",Asylum-seekers,4108
2014,Algeria,Chad,Asylum-seekers,*
2014,Algeria,Togo,Asylum-seekers,*
2014,Algeria,Tunisia,Asylum-seekers,*
2014,Algeria,Yemen,Asylum-seekers,*
2014,Ecuador,Afghanistan,Asylum-seekers,
2014,Ecuador,Angola,Asylum-seekers,
2014,Ecuador,Albania,Asylum-seekers,
2014,Ecuador,Argentina,Asylum-seekers,
2014,Ecuador,Armenia,Asylum-seekers,
2014,Ecuador,Azerbaijan,Asylum-seekers,
2014,Ecuador,Burundi,Asylum-seekers,
2014,Ecuador,Bangladesh,Asylum-seekers,
2014,Ecuador,"Bosnia and Herzegovina",Asylum-seekers,
2014,Ecuador,Belarus,Asylum-seekers,
2014,Ecuador,Brazil,Asylum-seekers,
2014,Ecuador,Chile,Asylum-seekers,
2014,Ecuador,China,Asylum-seekers,
2014,Ecuador,"Côte d'Ivoire",Asylum-seekers,
2014,Ecuador,Cameroon,Asylum-seekers,
2014,Ecuador,Congo,Asylum-seekers,
2014,Ecuador,Colombia,Asylum-seekers,
2014,Ecuador,Cuba,Asylum-seekers,
2014,Ecuador,Germany,Asylum-seekers,
2014,Ecuador,"Dominican Rep.",Asylum-seekers,
2014,Ecuador,Egypt,Asylum-seekers,
2014,Ecuador,Eritrea,Asylum-seekers,
2014,Ecuador,"Western Sahara",Asylum-seekers,
2014,Ecuador,Spain,Asylum-seekers,
2014,Ecuador,Ethiopia,Asylum-seekers,
2014,Ecuador,Ghana,Asylum-seekers,
2014,Ecuador,Guinea,Asylum-seekers,
2014,Ecuador,Guinea-Bissau,Asylum-seekers,
2014,Ecuador,Haiti,Asylum-seekers,
2014,Ecuador,India,Asylum-seekers,
2014,Ecuador,"Iran (Islamic Rep. of)",Asylum-seekers,
2014,Ecuador,Iraq,Asylum-seekers,
2014,Ecuador,Jamaica,Asylum-seekers,
2014,Ecuador,Kyrgyzstan,Asylum-seekers,
2014,Ecuador,Kuwait,Asylum-seekers,
2014,Ecuador,Lebanon,Asylum-seekers,
2014,Ecuador,Liberia,Asylum-seekers,
2014,Ecuador,"Sri Lanka",Asylum-seekers,
2014,Ecuador,Lithuania,Asylum-seekers,
2014,Ecuador,Morocco,Asylum-seekers,
2014,Ecuador,Mali,Asylum-seekers,
2014,Ecuador,Niger,Asylum-seekers,
2014,Ecuador,Nigeria,Asylum-seekers,
2014,Ecuador,Nicaragua,Asylum-seekers,
2014,Ecuador,Nepal,Asylum-seekers,
2014,Ecuador,Pakistan,Asylum-seekers,
2014,Ecuador,Panama,Asylum-seekers,
2014,Ecuador,Peru,Asylum-seekers,
2014,Ecuador,Poland,Asylum-seekers,
2014,Ecuador,Paraguay,Asylum-seekers,
2014,Ecuador,Palestinian,Asylum-seekers,
2014,Ecuador,"Russian Federation",Asylum-seekers,
2014,Ecuador,"Saudi Arabia",Asylum-seekers,
2014,Ecuador,Sudan,Asylum-seekers,
2014,Ecuador,"Sierra Leone",Asylum-seekers,
2014,Ecuador,Somalia,Asylum-seekers,
2014,Ecuador,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,Ecuador,Swaziland,Asylum-seekers,
2014,Ecuador,"Syrian Arab Rep.",Asylum-seekers,
2014,Ecuador,Togo,Asylum-seekers,
2014,Ecuador,Turkmenistan,Asylum-seekers,
2014,Ecuador,Turkey,Asylum-seekers,
2014,Ecuador,Uganda,Asylum-seekers,
2014,Ecuador,Uruguay,Asylum-seekers,
2014,Ecuador,"United States of America",Asylum-seekers,
2014,Ecuador,Uzbekistan,Asylum-seekers,
2014,Ecuador,"Venezuela (Bolivarian Republic of)",Asylum-seekers,
2014,Ecuador,"Viet Nam",Asylum-seekers,
2014,Ecuador,Stateless,Asylum-seekers,
2014,Ecuador,Various/Unknown,Asylum-seekers,11583
2014,Ecuador,Zimbabwe,Asylum-seekers,
2014,Egypt,Afghanistan,Asylum-seekers,26
2014,Egypt,Angola,Asylum-seekers,*
2014,Egypt,"United Arab Emirates",Asylum-seekers,*
2014,Egypt,Azerbaijan,Asylum-seekers,
2014,Egypt,Burundi,Asylum-seekers,*
2014,Egypt,Benin,Asylum-seekers,*
2014,Egypt,"Burkina Faso",Asylum-seekers,*
2014,Egypt,Bangladesh,Asylum-seekers,*
2014,Egypt,Belarus,Asylum-seekers,5
2014,Egypt,"Central African Rep.",Asylum-seekers,*
2014,Egypt,China,Asylum-seekers,9
2014,Egypt,"Côte d'Ivoire",Asylum-seekers,33
2014,Egypt,Cameroon,Asylum-seekers,42
2014,Egypt,"Dem. Rep. of the Congo",Asylum-seekers,19
2014,Egypt,Congo,Asylum-seekers,23
2014,Egypt,Comoros,Asylum-seekers,*
2014,Egypt,Djibouti,Asylum-seekers,9
2014,Egypt,Algeria,Asylum-seekers,*
2014,Egypt,Egypt,Asylum-seekers,
2014,Egypt,Eritrea,Asylum-seekers,1110
2014,Egypt,Ethiopia,Asylum-seekers,3074
2014,Egypt,Ghana,Asylum-seekers,15
2014,Egypt,Guinea,Asylum-seekers,58
2014,Egypt,Guinea-Bissau,Asylum-seekers,*
2014,Egypt,Indonesia,Asylum-seekers,*
2014,Egypt,India,Asylum-seekers,*
2014,Egypt,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Egypt,Iraq,Asylum-seekers,1723
2014,Egypt,Jordan,Asylum-seekers,*
2014,Egypt,Kazakhstan,Asylum-seekers,*
2014,Egypt,Kenya,Asylum-seekers,
2014,Egypt,Kuwait,Asylum-seekers,*
2014,Egypt,Lebanon,Asylum-seekers,*
2014,Egypt,Liberia,Asylum-seekers,*
2014,Egypt,Libya,Asylum-seekers,*
2014,Egypt,"Sri Lanka",Asylum-seekers,7
2014,Egypt,Morocco,Asylum-seekers,6
2014,Egypt,Monaco,Asylum-seekers,*
2014,Egypt,Madagascar,Asylum-seekers,6
2014,Egypt,Mali,Asylum-seekers,*
2014,Egypt,Myanmar,Asylum-seekers,5
2014,Egypt,Mauritania,Asylum-seekers,*
2014,Egypt,Niger,Asylum-seekers,*
2014,Egypt,Nigeria,Asylum-seekers,779
2014,Egypt,Oman,Asylum-seekers,*
2014,Egypt,Pakistan,Asylum-seekers,*
2014,Egypt,Philippines,Asylum-seekers,*
2014,Egypt,Palestinian,Asylum-seekers,18
2014,Egypt,Romania,Asylum-seekers,*
2014,Egypt,"Russian Federation",Asylum-seekers,68
2014,Egypt,Rwanda,Asylum-seekers,*
2014,Egypt,"Saudi Arabia",Asylum-seekers,*
2014,Egypt,Sudan,Asylum-seekers,13997
2014,Egypt,Senegal,Asylum-seekers,7
