Country / territory of asylum/residence,Origin,Population type,Value
Costa Rica,Armenia,Refugees (incl. refugee-like situations),*
Costa Rica,Bangladesh,Asylum-seekers,5
Costa Rica,Bangladesh,Refugees (incl. refugee-like situations),
Costa Rica,Bulgaria,Asylum-seekers,
Costa Rica,Bulgaria,Refugees (incl. refugee-like situations),13
Costa Rica,Belarus,Asylum-seekers,
Costa Rica,Belarus,Refugees (incl. refugee-like situations),8
Costa Rica,Bolivia (Plurinational State of),Asylum-seekers,
Costa Rica,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),8
Costa Rica,Brazil,Asylum-seekers,*
Costa Rica,Brazil,Refugees (incl. refugee-like situations),
Costa Rica,Chile,Asylum-seekers,*
Costa Rica,Chile,Refugees (incl. refugee-like situations),
Costa Rica,China,Asylum-seekers,
Costa Rica,China,Refugees (incl. refugee-like situations),*
Costa Rica,Côte d'Ivoire,Asylum-seekers,
Costa Rica,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
Costa Rica,Cameroon,Asylum-seekers,7
Costa Rica,Cameroon,Refugees (incl. refugee-like situations),*
Costa Rica,Dem. Rep. of the Congo,Asylum-seekers,
Costa Rica,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
Costa Rica,Congo,Asylum-seekers,*
Costa Rica,Congo,Refugees (incl. refugee-like situations),
Costa Rica,Colombia,Asylum-seekers,208
Costa Rica,Colombia,Refugees (incl. refugee-like situations),16623
Costa Rica,Costa Rica,Asylum-seekers,
Costa Rica,Costa Rica,Refugees (incl. refugee-like situations),
Costa Rica,Cuba,Asylum-seekers,104
Costa Rica,Cuba,Refugees (incl. refugee-like situations),858
Costa Rica,Cyprus,Asylum-seekers,
Costa Rica,Cyprus,Refugees (incl. refugee-like situations),*
Costa Rica,Czech Rep.,Asylum-seekers,*
Costa Rica,Czech Rep.,Refugees (incl. refugee-like situations),
Costa Rica,Germany,Asylum-seekers,
Costa Rica,Germany,Refugees (incl. refugee-like situations),*
Costa Rica,Dominican Rep.,Asylum-seekers,5
Costa Rica,Dominican Rep.,Refugees (incl. refugee-like situations),6
Costa Rica,Ecuador,Asylum-seekers,*
Costa Rica,Ecuador,Refugees (incl. refugee-like situations),
Costa Rica,Egypt,Asylum-seekers,*
Costa Rica,Egypt,Refugees (incl. refugee-like situations),
Costa Rica,Eritrea,Asylum-seekers,*
Costa Rica,Eritrea,Refugees (incl. refugee-like situations),*
Costa Rica,Spain,Asylum-seekers,*
Costa Rica,Spain,Refugees (incl. refugee-like situations),
Costa Rica,Ethiopia,Asylum-seekers,*
Costa Rica,Ethiopia,Refugees (incl. refugee-like situations),*
Costa Rica,France,Asylum-seekers,*
Costa Rica,France,Refugees (incl. refugee-like situations),
Costa Rica,United Kingdom,Asylum-seekers,*
Costa Rica,United Kingdom,Refugees (incl. refugee-like situations),
Costa Rica,Georgia,Asylum-seekers,
Costa Rica,Georgia,Refugees (incl. refugee-like situations),15
Costa Rica,Ghana,Asylum-seekers,13
Costa Rica,Ghana,Refugees (incl. refugee-like situations),*
Costa Rica,Guinea,Asylum-seekers,*
Costa Rica,Guinea,Refugees (incl. refugee-like situations),
Costa Rica,Gambia,Asylum-seekers,*
Costa Rica,Gambia,Refugees (incl. refugee-like situations),
Costa Rica,Guatemala,Asylum-seekers,10
Costa Rica,Guatemala,Refugees (incl. refugee-like situations),49
Costa Rica,Honduras,Asylum-seekers,100
Costa Rica,Honduras,Refugees (incl. refugee-like situations),73
Costa Rica,Haiti,Asylum-seekers,9
Costa Rica,Haiti,Refugees (incl. refugee-like situations),38
Costa Rica,Hungary,Asylum-seekers,*
Costa Rica,Hungary,Refugees (incl. refugee-like situations),*
Costa Rica,India,Asylum-seekers,
Costa Rica,India,Refugees (incl. refugee-like situations),7
Costa Rica,Iran (Islamic Rep. of),Asylum-seekers,5
Costa Rica,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6
Costa Rica,Israel,Asylum-seekers,5
Costa Rica,Israel,Refugees (incl. refugee-like situations),16
Costa Rica,Italy,Asylum-seekers,*
Costa Rica,Italy,Refugees (incl. refugee-like situations),
Costa Rica,Jamaica,Asylum-seekers,*
Costa Rica,Jamaica,Refugees (incl. refugee-like situations),
Costa Rica,Rep. of Korea,Asylum-seekers,*
Costa Rica,Rep. of Korea,Refugees (incl. refugee-like situations),
Costa Rica,Lebanon,Asylum-seekers,*
Costa Rica,Lebanon,Refugees (incl. refugee-like situations),
Costa Rica,Liberia,Asylum-seekers,
Costa Rica,Liberia,Refugees (incl. refugee-like situations),*
Costa Rica,Sri Lanka,Asylum-seekers,*
Costa Rica,Sri Lanka,Refugees (incl. refugee-like situations),
Costa Rica,Rep. of Moldova,Asylum-seekers,
Costa Rica,Rep. of Moldova,Refugees (incl. refugee-like situations),*
Costa Rica,Mexico,Asylum-seekers,5
Costa Rica,Mexico,Refugees (incl. refugee-like situations),8
Costa Rica,Nigeria,Asylum-seekers,8
Costa Rica,Nigeria,Refugees (incl. refugee-like situations),28
Costa Rica,Nicaragua,Asylum-seekers,6
Costa Rica,Nicaragua,Refugees (incl. refugee-like situations),605
Costa Rica,Nepal,Asylum-seekers,*
Costa Rica,Nepal,Refugees (incl. refugee-like situations),
Costa Rica,Pakistan,Asylum-seekers,*
Costa Rica,Pakistan,Refugees (incl. refugee-like situations),
Costa Rica,Panama,Asylum-seekers,*
Costa Rica,Panama,Refugees (incl. refugee-like situations),18
Costa Rica,Peru,Asylum-seekers,*
Costa Rica,Peru,Refugees (incl. refugee-like situations),228
Costa Rica,Papua New Guinea,Asylum-seekers,*
Costa Rica,Papua New Guinea,Refugees (incl. refugee-like situations),
Costa Rica,Romania,Asylum-seekers,*
Costa Rica,Romania,Refugees (incl. refugee-like situations),5
Costa Rica,Russian Federation,Asylum-seekers,*
Costa Rica,Russian Federation,Refugees (incl. refugee-like situations),21
Costa Rica,Sudan,Asylum-seekers,
Costa Rica,Sudan,Refugees (incl. refugee-like situations),*
Costa Rica,Sierra Leone,Asylum-seekers,*
Costa Rica,Sierra Leone,Refugees (incl. refugee-like situations),*
Costa Rica,El Salvador,Asylum-seekers,256
Costa Rica,El Salvador,Refugees (incl. refugee-like situations),222
Costa Rica,Somalia,Asylum-seekers,6
Costa Rica,Somalia,Refugees (incl. refugee-like situations),15
Costa Rica,Slovenia,Asylum-seekers,*
Costa Rica,Slovenia,Refugees (incl. refugee-like situations),
Costa Rica,Syrian Arab Rep.,Asylum-seekers,*
Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
Costa Rica,Turkey,Asylum-seekers,*
Costa Rica,Turkey,Refugees (incl. refugee-like situations),
Costa Rica,Uganda,Asylum-seekers,
Costa Rica,Uganda,Refugees (incl. refugee-like situations),*
Costa Rica,Ukraine,Asylum-seekers,5
Costa Rica,Ukraine,Refugees (incl. refugee-like situations),21
Costa Rica,Uruguay,Asylum-seekers,*
Costa Rica,Uruguay,Refugees (incl. refugee-like situations),
Costa Rica,United States of America,Asylum-seekers,*
Costa Rica,United States of America,Refugees (incl. refugee-like situations),*
Costa Rica,Uzbekistan,Asylum-seekers,
Costa Rica,Uzbekistan,Refugees (incl. refugee-like situations),7
Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,70
Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),234
Costa Rica,Various/Unknown,Asylum-seekers,909
Costa Rica,Various/Unknown,Refugees (incl. refugee-like situations),1564
Costa Rica,South Africa,Asylum-seekers,
Costa Rica,South Africa,Refugees (incl. refugee-like situations),*
Costa Rica,Zimbabwe,Asylum-seekers,*
Costa Rica,Zimbabwe,Refugees (incl. refugee-like situations),
Cuba,Afghanistan,Asylum-seekers,6
Cuba,Afghanistan,Refugees (incl. refugee-like situations),5
Cuba,Djibouti,Asylum-seekers,*
Cuba,Djibouti,Refugees (incl. refugee-like situations),
Cuba,Western Sahara,Asylum-seekers,
Cuba,Western Sahara,Refugees (incl. refugee-like situations),246
Cuba,Ethiopia,Asylum-seekers,
Cuba,Ethiopia,Refugees (incl. refugee-like situations),*
Cuba,Haiti,Asylum-seekers,
Cuba,Haiti,Refugees (incl. refugee-like situations),*
Cuba,Iran (Islamic Rep. of),Asylum-seekers,*
Cuba,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
Cuba,Palestinian,Asylum-seekers,*
Cuba,Palestinian,Refugees (incl. refugee-like situations),*
Cuba,Somalia,Asylum-seekers,*
Cuba,Somalia,Refugees (incl. refugee-like situations),
Cuba,Syrian Arab Rep.,Asylum-seekers,*
Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
Cuba,Yemen,Asylum-seekers,
Cuba,Yemen,Refugees (incl. refugee-like situations),*
Curaçao,Colombia,Asylum-seekers,13
Curaçao,Colombia,Refugees (incl. refugee-like situations),27
Curaçao,Cuba,Asylum-seekers,27
Curaçao,Cuba,Refugees (incl. refugee-like situations),*
Curaçao,Jamaica,Asylum-seekers,
Curaçao,Jamaica,Refugees (incl. refugee-like situations),7
Curaçao,Syrian Arab Rep.,Asylum-seekers,
Curaçao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
Curaçao,Venezuela (Bolivarian Republic of),Asylum-seekers,*
Curaçao,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),
Cayman Islands,Afghanistan,Asylum-seekers,
Cayman Islands,Afghanistan,Refugees (incl. refugee-like situations),*
Cayman Islands,Cuba,Asylum-seekers,*
Cayman Islands,Cuba,Asylum-seekers,
Cayman Islands,Cuba,Refugees (incl. refugee-like situations),*
Cayman Islands,Cuba,Refugees (incl. refugee-like situations),
Cayman Islands,Mexico,Asylum-seekers,
Cayman Islands,Mexico,Refugees (incl. refugee-like situations),*
Cyprus,Afghanistan,Asylum-seekers,12
Cyprus,Afghanistan,Refugees (incl. refugee-like situations),7
Cyprus,Angola,Asylum-seekers,*
Cyprus,Angola,Refugees (incl. refugee-like situations),
Cyprus,Albania,Asylum-seekers,*
Cyprus,Albania,Refugees (incl. refugee-like situations),
Cyprus,Armenia,Asylum-seekers,11
Cyprus,Armenia,Refugees (incl. refugee-like situations),23
Cyprus,Burkina Faso,Asylum-seekers,*
Cyprus,Burkina Faso,Refugees (incl. refugee-like situations),*
Cyprus,Bangladesh,Asylum-seekers,35
Cyprus,Bangladesh,Refugees (incl. refugee-like situations),*
Cyprus,Bosnia and Herzegovina,Asylum-seekers,
Cyprus,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),15
Cyprus,Belarus,Asylum-seekers,*
Cyprus,Belarus,Refugees (incl. refugee-like situations),
Cyprus,Central African Rep.,Asylum-seekers,*
Cyprus,Central African Rep.,Refugees (incl. refugee-like situations),*
Cyprus,China,Asylum-seekers,*
Cyprus,China,Refugees (incl. refugee-like situations),*
Cyprus,Côte d'Ivoire,Asylum-seekers,12
Cyprus,Côte d'Ivoire,Refugees (incl. refugee-like situations),
Cyprus,Cameroon,Asylum-seekers,28
Cyprus,Cameroon,Refugees (incl. refugee-like situations),11
Cyprus,Dem. Rep. of the Congo,Asylum-seekers,13
Cyprus,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),13
Cyprus,Congo,Asylum-seekers,*
Cyprus,Congo,Refugees (incl. refugee-like situations),
Cyprus,Comoros,Asylum-seekers,8
Cyprus,Comoros,Refugees (incl. refugee-like situations),*
Cyprus,Cuba,Asylum-seekers,*
Cyprus,Cuba,Refugees (incl. refugee-like situations),*
Cyprus,Algeria,Asylum-seekers,*
Cyprus,Algeria,Refugees (incl. refugee-like situations),*
Cyprus,Egypt,Asylum-seekers,220
Cyprus,Egypt,Refugees (incl. refugee-like situations),77
Cyprus,Eritrea,Asylum-seekers,*
Cyprus,Eritrea,Refugees (incl. refugee-like situations),5
Cyprus,Ethiopia,Asylum-seekers,5
Cyprus,Ethiopia,Refugees (incl. refugee-like situations),*
Cyprus,Georgia,Asylum-seekers,6
Cyprus,Georgia,Refugees (incl. refugee-like situations),85
Cyprus,Ghana,Asylum-seekers,*
Cyprus,Ghana,Refugees (incl. refugee-like situations),*
Cyprus,Guinea,Asylum-seekers,6
Cyprus,Guinea,Refugees (incl. refugee-like situations),*
Cyprus,Gambia,Asylum-seekers,*
Cyprus,Gambia,Refugees (incl. refugee-like situations),
Cyprus,Croatia,Asylum-seekers,
Cyprus,Croatia,Refugees (incl. refugee-like situations),*
Cyprus,Indonesia,Asylum-seekers,*
Cyprus,Indonesia,Refugees (incl. refugee-like situations),*
Cyprus,India,Asylum-seekers,39
Cyprus,India,Refugees (incl. refugee-like situations),*
Cyprus,Iran (Islamic Rep. of),Asylum-seekers,64
Cyprus,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),470
Cyprus,Iraq,Asylum-seekers,393
Cyprus,Iraq,Refugees (incl. refugee-like situations),682
Cyprus,Israel,Asylum-seekers,*
Cyprus,Israel,Refugees (incl. refugee-like situations),
Cyprus,Jordan,Asylum-seekers,29
Cyprus,Jordan,Refugees (incl. refugee-like situations),16
Cyprus,Kazakhstan,Asylum-seekers,*
Cyprus,Kazakhstan,Refugees (incl. refugee-like situations),*
Cyprus,Kyrgyzstan,Asylum-seekers,
Cyprus,Kyrgyzstan,Refugees (incl. refugee-like situations),*
Cyprus,Lebanon,Asylum-seekers,13
Cyprus,Lebanon,Refugees (incl. refugee-like situations),36
Cyprus,Liberia,Asylum-seekers,*
Cyprus,Liberia,Refugees (incl. refugee-like situations),*
Cyprus,Libya,Asylum-seekers,*
Cyprus,Libya,Refugees (incl. refugee-like situations),*
Cyprus,Sri Lanka,Asylum-seekers,53
Cyprus,Sri Lanka,Refugees (incl. refugee-like situations),23
Cyprus,Morocco,Asylum-seekers,*
Cyprus,Morocco,Refugees (incl. refugee-like situations),*
Cyprus,Rep. of Moldova,Asylum-seekers,*
Cyprus,Rep. of Moldova,Refugees (incl. refugee-like situations),18
Cyprus,The former Yugoslav Republic of Macedonia,Asylum-seekers,
Cyprus,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
Cyprus,Mali,Asylum-seekers,6
Cyprus,Mali,Refugees (incl. refugee-like situations),*
Cyprus,Mongolia,Asylum-seekers,*
Cyprus,Mongolia,Refugees (incl. refugee-like situations),
Cyprus,Nigeria,Asylum-seekers,18
Cyprus,Nigeria,Refugees (incl. refugee-like situations),8
Cyprus,Nepal,Asylum-seekers,*
Cyprus,Nepal,Refugees (incl. refugee-like situations),*
Cyprus,Pakistan,Asylum-seekers,25
Cyprus,Pakistan,Refugees (incl. refugee-like situations),17
Cyprus,Philippines,Asylum-seekers,22
Cyprus,Philippines,Refugees (incl. refugee-like situations),8
Cyprus,Palestinian,Asylum-seekers,51
Cyprus,Palestinian,Refugees (incl. refugee-like situations),1739
Cyprus,Russian Federation,Asylum-seekers,23
Cyprus,Russian Federation,Refugees (incl. refugee-like situations),60
Cyprus,Rwanda,Asylum-seekers,*
Cyprus,Rwanda,Refugees (incl. refugee-like situations),*
Cyprus,Sudan,Asylum-seekers,5
Cyprus,Sudan,Refugees (incl. refugee-like situations),6
Cyprus,Senegal,Asylum-seekers,*
Cyprus,Senegal,Refugees (incl. refugee-like situations),
Cyprus,Sierra Leone,Asylum-seekers,*
Cyprus,Sierra Leone,Refugees (incl. refugee-like situations),20
Cyprus,Somalia,Asylum-seekers,34
Cyprus,Somalia,Refugees (incl. refugee-like situations),33
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),59
Cyprus,Syrian Arab Rep.,Asylum-seekers,1109
Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1451
Cyprus,Togo,Asylum-seekers,8
Cyprus,Togo,Refugees (incl. refugee-like situations),
Cyprus,Tajikistan,Asylum-seekers,
Cyprus,Tajikistan,Refugees (incl. refugee-like situations),*
Cyprus,Turkmenistan,Asylum-seekers,*
Cyprus,Turkmenistan,Refugees (incl. refugee-like situations),
Cyprus,Tunisia,Asylum-seekers,*
Cyprus,Tunisia,Refugees (incl. refugee-like situations),
Cyprus,Turkey,Asylum-seekers,43
Cyprus,Turkey,Refugees (incl. refugee-like situations),164
Cyprus,Ukraine,Asylum-seekers,89
Cyprus,Ukraine,Refugees (incl. refugee-like situations),29
Cyprus,Uzbekistan,Asylum-seekers,
Cyprus,Uzbekistan,Refugees (incl. refugee-like situations),*
Cyprus,Viet Nam,Asylum-seekers,43
Cyprus,Viet Nam,Refugees (incl. refugee-like situations),*
Cyprus,Stateless,Asylum-seekers,*
Cyprus,Stateless,Refugees (incl. refugee-like situations),*
Cyprus,Yemen,Asylum-seekers,*
Cyprus,Yemen,Refugees (incl. refugee-like situations),*
Cyprus,Zimbabwe,Asylum-seekers,*
Cyprus,Zimbabwe,Refugees (incl. refugee-like situations),
Czech Rep.,Afghanistan,Asylum-seekers,7
Czech Rep.,Afghanistan,Refugees (incl. refugee-like situations),228
Czech Rep.,Angola,Asylum-seekers,
Czech Rep.,Angola,Refugees (incl. refugee-like situations),18
Czech Rep.,Albania,Asylum-seekers,*
Czech Rep.,Albania,Refugees (incl. refugee-like situations),11
Czech Rep.,Armenia,Asylum-seekers,19
Czech Rep.,Armenia,Refugees (incl. refugee-like situations),67
Czech Rep.,Azerbaijan,Asylum-seekers,*
Czech Rep.,Azerbaijan,Refugees (incl. refugee-like situations),27
Czech Rep.,Burundi,Asylum-seekers,
Czech Rep.,Burundi,Refugees (incl. refugee-like situations),*
Czech Rep.,Burkina Faso,Asylum-seekers,*
Czech Rep.,Burkina Faso,Refugees (incl. refugee-like situations),*
Czech Rep.,Bangladesh,Asylum-seekers,*
Czech Rep.,Bangladesh,Refugees (incl. refugee-like situations),*
Czech Rep.,Bulgaria,Asylum-seekers,*
Czech Rep.,Bulgaria,Refugees (incl. refugee-like situations),15
Czech Rep.,Bosnia and Herzegovina,Asylum-seekers,*
Czech Rep.,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),9
Czech Rep.,Belarus,Asylum-seekers,9
Czech Rep.,Belarus,Refugees (incl. refugee-like situations),375
Czech Rep.,China,Asylum-seekers,*
Czech Rep.,China,Refugees (incl. refugee-like situations),14
Czech Rep.,Côte d'Ivoire,Asylum-seekers,*
Czech Rep.,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
Czech Rep.,Cameroon,Asylum-seekers,*
Czech Rep.,Cameroon,Refugees (incl. refugee-like situations),6
Czech Rep.,Dem. Rep. of the Congo,Asylum-seekers,7
Czech Rep.,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),26
Czech Rep.,Congo,Asylum-seekers,*
Czech Rep.,Congo,Refugees (incl. refugee-like situations),*
Czech Rep.,Cuba,Asylum-seekers,15
Czech Rep.,Cuba,Refugees (incl. refugee-like situations),165
Czech Rep.,Czech Rep.,Asylum-seekers,
Czech Rep.,Czech Rep.,Refugees (incl. refugee-like situations),
Czech Rep.,Djibouti,Asylum-seekers,
Czech Rep.,Djibouti,Refugees (incl. refugee-like situations),*
Czech Rep.,Dominican Rep.,Asylum-seekers,*
Czech Rep.,Dominican Rep.,Refugees (incl. refugee-like situations),
Czech Rep.,Algeria,Asylum-seekers,*
Czech Rep.,Algeria,Refugees (incl. refugee-like situations),*
Czech Rep.,Ecuador,Asylum-seekers,
Czech Rep.,Ecuador,Refugees (incl. refugee-like situations),*
Czech Rep.,Egypt,Asylum-seekers,*
Czech Rep.,Egypt,Refugees (incl. refugee-like situations),*
Czech Rep.,Eritrea,Asylum-seekers,*
Czech Rep.,Eritrea,Refugees (incl. refugee-like situations),11
Czech Rep.,Ethiopia,Asylum-seekers,9
Czech Rep.,Ethiopia,Refugees (incl. refugee-like situations),9
Czech Rep.,Georgia,Asylum-seekers,8
Czech Rep.,Georgia,Refugees (incl. refugee-like situations),38
Czech Rep.,Ghana,Asylum-seekers,5
Czech Rep.,Ghana,Refugees (incl. refugee-like situations),11
Czech Rep.,Guinea,Asylum-seekers,*
Czech Rep.,Guinea,Refugees (incl. refugee-like situations),6
Czech Rep.,Gambia,Asylum-seekers,
Czech Rep.,Gambia,Refugees (incl. refugee-like situations),*
Czech Rep.,Guinea-Bissau,Asylum-seekers,*
Czech Rep.,Guinea-Bissau,Refugees (incl. refugee-like situations),
Czech Rep.,Croatia,Asylum-seekers,
Czech Rep.,Croatia,Refugees (incl. refugee-like situations),*
Czech Rep.,India,Asylum-seekers,*
Czech Rep.,India,Refugees (incl. refugee-like situations),*
Czech Rep.,Iran (Islamic Rep. of),Asylum-seekers,*
Czech Rep.,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),25
Czech Rep.,Iraq,Asylum-seekers,12
Czech Rep.,Iraq,Refugees (incl. refugee-like situations),163
Czech Rep.,Israel,Asylum-seekers,
Czech Rep.,Israel,Refugees (incl. refugee-like situations),*
Czech Rep.,Jordan,Asylum-seekers,
