Country / territory of asylum/residence,Origin,Population type,Value
Denmark,Uzbekistan,Asylum-seekers,*
Denmark,Viet Nam,Asylum-seekers,*
Denmark,Stateless,Asylum-seekers,291
Denmark,Various/Unknown,Asylum-seekers,*
Denmark,Yemen,Asylum-seekers,*
Denmark,Zambia,Asylum-seekers,*
Denmark,Zimbabwe,Asylum-seekers,*
Dominican Rep.,Afghanistan,Asylum-seekers,*
Dominican Rep.,Colombia,Asylum-seekers,*
Dominican Rep.,Cuba,Asylum-seekers,16
Dominican Rep.,Dominican Rep.,Asylum-seekers,
Dominican Rep.,Haiti,Asylum-seekers,722
Dominican Rep.,Iran (Islamic Rep. of),Asylum-seekers,*
Dominican Rep.,Iraq,Asylum-seekers,
Dominican Rep.,Libya,Asylum-seekers,*
Dominican Rep.,Sri Lanka,Asylum-seekers,*
Dominican Rep.,Niger,Asylum-seekers,*
Dominican Rep.,Syrian Arab Rep.,Asylum-seekers,*
Dominican Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,*
Algeria,Afghanistan,Asylum-seekers,
Algeria,Angola,Asylum-seekers,*
Algeria,Burundi,Asylum-seekers,*
Algeria,Benin,Asylum-seekers,*
Algeria,Burkina Faso,Asylum-seekers,*
Algeria,Central African Rep.,Asylum-seekers,51
Algeria,Côte d'Ivoire,Asylum-seekers,54
Algeria,Cameroon,Asylum-seekers,25
Algeria,Dem. Rep. of the Congo,Asylum-seekers,36
Algeria,Congo,Asylum-seekers,*
Algeria,Egypt,Asylum-seekers,*
Algeria,Eritrea,Asylum-seekers,*
Algeria,Western Sahara,Asylum-seekers,
Algeria,Ethiopia,Asylum-seekers,*
Algeria,Gabon,Asylum-seekers,*
Algeria,Ghana,Asylum-seekers,*
Algeria,Guinea,Asylum-seekers,15
Algeria,Iraq,Asylum-seekers,10
Algeria,Jordan,Asylum-seekers,*
Algeria,Lebanon,Asylum-seekers,*
Algeria,Liberia,Asylum-seekers,*
Algeria,Libya,Asylum-seekers,42
Algeria,Morocco,Asylum-seekers,*
Algeria,Mali,Asylum-seekers,109
Algeria,Mauritania,Asylum-seekers,
Algeria,Niger,Asylum-seekers,*
Algeria,Nigeria,Asylum-seekers,15
Algeria,Palestinian,Asylum-seekers,376
Algeria,Sudan,Asylum-seekers,12
Algeria,Senegal,Asylum-seekers,*
Algeria,Sierra Leone,Asylum-seekers,*
Algeria,Somalia,Asylum-seekers,
Algeria,Syrian Arab Rep.,Asylum-seekers,4108
Algeria,Chad,Asylum-seekers,*
Algeria,Togo,Asylum-seekers,*
Algeria,Tunisia,Asylum-seekers,*
Algeria,Yemen,Asylum-seekers,*
Ecuador,Afghanistan,Asylum-seekers,
Ecuador,Angola,Asylum-seekers,
Ecuador,Albania,Asylum-seekers,
Ecuador,Argentina,Asylum-seekers,
Ecuador,Armenia,Asylum-seekers,
Ecuador,Azerbaijan,Asylum-seekers,
Ecuador,Burundi,Asylum-seekers,
Ecuador,Bangladesh,Asylum-seekers,
Ecuador,Bosnia and Herzegovina,Asylum-seekers,
Ecuador,Belarus,Asylum-seekers,
Ecuador,Brazil,Asylum-seekers,
Ecuador,Chile,Asylum-seekers,
Ecuador,China,Asylum-seekers,
Ecuador,Côte d'Ivoire,Asylum-seekers,
Ecuador,Cameroon,Asylum-seekers,
Ecuador,Congo,Asylum-seekers,
Ecuador,Colombia,Asylum-seekers,
Ecuador,Cuba,Asylum-seekers,
Ecuador,Germany,Asylum-seekers,
Ecuador,Dominican Rep.,Asylum-seekers,
Ecuador,Egypt,Asylum-seekers,
Ecuador,Eritrea,Asylum-seekers,
Ecuador,Western Sahara,Asylum-seekers,
Ecuador,Spain,Asylum-seekers,
Ecuador,Ethiopia,Asylum-seekers,
Ecuador,Ghana,Asylum-seekers,
Ecuador,Guinea,Asylum-seekers,
Ecuador,Guinea-Bissau,Asylum-seekers,
Ecuador,Haiti,Asylum-seekers,
Ecuador,India,Asylum-seekers,
Ecuador,Iran (Islamic Rep. of),Asylum-seekers,
Ecuador,Iraq,Asylum-seekers,
Ecuador,Jamaica,Asylum-seekers,
Ecuador,Kyrgyzstan,Asylum-seekers,
Ecuador,Kuwait,Asylum-seekers,
Ecuador,Lebanon,Asylum-seekers,
Ecuador,Liberia,Asylum-seekers,
Ecuador,Sri Lanka,Asylum-seekers,
Ecuador,Lithuania,Asylum-seekers,
Ecuador,Morocco,Asylum-seekers,
Ecuador,Mali,Asylum-seekers,
Ecuador,Niger,Asylum-seekers,
Ecuador,Nigeria,Asylum-seekers,
Ecuador,Nicaragua,Asylum-seekers,
Ecuador,Nepal,Asylum-seekers,
Ecuador,Pakistan,Asylum-seekers,
Ecuador,Panama,Asylum-seekers,
Ecuador,Peru,Asylum-seekers,
Ecuador,Poland,Asylum-seekers,
Ecuador,Paraguay,Asylum-seekers,
Ecuador,Palestinian,Asylum-seekers,
Ecuador,Russian Federation,Asylum-seekers,
Ecuador,Saudi Arabia,Asylum-seekers,
Ecuador,Sudan,Asylum-seekers,
Ecuador,Sierra Leone,Asylum-seekers,
Ecuador,Somalia,Asylum-seekers,
Ecuador,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Ecuador,Swaziland,Asylum-seekers,
Ecuador,Syrian Arab Rep.,Asylum-seekers,
Ecuador,Togo,Asylum-seekers,
Ecuador,Turkmenistan,Asylum-seekers,
Ecuador,Turkey,Asylum-seekers,
Ecuador,Uganda,Asylum-seekers,
Ecuador,Uruguay,Asylum-seekers,
Ecuador,United States of America,Asylum-seekers,
Ecuador,Uzbekistan,Asylum-seekers,
Ecuador,Venezuela (Bolivarian Republic of),Asylum-seekers,
Ecuador,Viet Nam,Asylum-seekers,
Ecuador,Stateless,Asylum-seekers,
Ecuador,Various/Unknown,Asylum-seekers,11583
Ecuador,Zimbabwe,Asylum-seekers,
Egypt,Afghanistan,Asylum-seekers,26
Egypt,Angola,Asylum-seekers,*
Egypt,United Arab Emirates,Asylum-seekers,*
Egypt,Azerbaijan,Asylum-seekers,
Egypt,Burundi,Asylum-seekers,*
Egypt,Benin,Asylum-seekers,*
Egypt,Burkina Faso,Asylum-seekers,*
Egypt,Bangladesh,Asylum-seekers,*
Egypt,Belarus,Asylum-seekers,5
Egypt,Central African Rep.,Asylum-seekers,*
Egypt,China,Asylum-seekers,9
Egypt,Côte d'Ivoire,Asylum-seekers,33
Egypt,Cameroon,Asylum-seekers,42
Egypt,Dem. Rep. of the Congo,Asylum-seekers,19
Egypt,Congo,Asylum-seekers,23
Egypt,Comoros,Asylum-seekers,*
Egypt,Djibouti,Asylum-seekers,9
Egypt,Algeria,Asylum-seekers,*
Egypt,Egypt,Asylum-seekers,
Egypt,Eritrea,Asylum-seekers,1110
Egypt,Ethiopia,Asylum-seekers,3074
Egypt,Ghana,Asylum-seekers,15
Egypt,Guinea,Asylum-seekers,58
Egypt,Guinea-Bissau,Asylum-seekers,*
Egypt,Indonesia,Asylum-seekers,*
Egypt,India,Asylum-seekers,*
Egypt,Iran (Islamic Rep. of),Asylum-seekers,*
Egypt,Iraq,Asylum-seekers,1723
Egypt,Jordan,Asylum-seekers,*
Egypt,Kazakhstan,Asylum-seekers,*
Egypt,Kenya,Asylum-seekers,
Egypt,Kuwait,Asylum-seekers,*
Egypt,Lebanon,Asylum-seekers,*
Egypt,Liberia,Asylum-seekers,*
Egypt,Libya,Asylum-seekers,*
Egypt,Sri Lanka,Asylum-seekers,7
Egypt,Morocco,Asylum-seekers,6
Egypt,Monaco,Asylum-seekers,*
Egypt,Madagascar,Asylum-seekers,6
Egypt,Mali,Asylum-seekers,*
Egypt,Myanmar,Asylum-seekers,5
Egypt,Mauritania,Asylum-seekers,*
Egypt,Niger,Asylum-seekers,*
Egypt,Nigeria,Asylum-seekers,779
Egypt,Oman,Asylum-seekers,*
Egypt,Pakistan,Asylum-seekers,*
Egypt,Philippines,Asylum-seekers,*
Egypt,Palestinian,Asylum-seekers,18
Egypt,Romania,Asylum-seekers,*
Egypt,Russian Federation,Asylum-seekers,68
Egypt,Rwanda,Asylum-seekers,*
Egypt,Saudi Arabia,Asylum-seekers,*
Egypt,Sudan,Asylum-seekers,13997
Egypt,Senegal,Asylum-seekers,7
Egypt,Sierra Leone,Asylum-seekers,*
Egypt,Somalia,Asylum-seekers,1632
Egypt,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Egypt,South Sudan,Asylum-seekers,2467
Egypt,Syrian Arab Rep.,Asylum-seekers,
Egypt,Chad,Asylum-seekers,71
Egypt,Togo,Asylum-seekers,*
Egypt,Tajikistan,Asylum-seekers,10
Egypt,Turkmenistan,Asylum-seekers,12
Egypt,Tunisia,Asylum-seekers,*
Egypt,Uganda,Asylum-seekers,29
Egypt,Uzbekistan,Asylum-seekers,69
Egypt,Stateless,Asylum-seekers,*
Egypt,Yemen,Asylum-seekers,215
Egypt,Zimbabwe,Asylum-seekers,11
Eritrea,Eritrea,Asylum-seekers,
Eritrea,Ethiopia,Asylum-seekers,*
Eritrea,Sudan,Asylum-seekers,
Eritrea,Somalia,Asylum-seekers,
Eritrea,South Sudan,Asylum-seekers,
Spain,Afghanistan,Asylum-seekers,131
Spain,Angola,Asylum-seekers,*
Spain,Albania,Asylum-seekers,5
Spain,Argentina,Asylum-seekers,*
Spain,Armenia,Asylum-seekers,10
Spain,Azerbaijan,Asylum-seekers,*
Spain,Burundi,Asylum-seekers,
Spain,Benin,Asylum-seekers,6
Spain,Burkina Faso,Asylum-seekers,15
Spain,Bangladesh,Asylum-seekers,21
Spain,Bosnia and Herzegovina,Asylum-seekers,
Spain,Belarus,Asylum-seekers,*
Spain,Bolivia (Plurinational State of),Asylum-seekers,*
Spain,Brazil,Asylum-seekers,*
Spain,Bhutan,Asylum-seekers,*
Spain,Botswana,Asylum-seekers,*
Spain,Central African Rep.,Asylum-seekers,22
Spain,Chile,Asylum-seekers,*
Spain,China,Asylum-seekers,7
Spain,Côte d'Ivoire,Asylum-seekers,110
Spain,Cameroon,Asylum-seekers,100
Spain,Dem. Rep. of the Congo,Asylum-seekers,63
Spain,Congo,Asylum-seekers,12
Spain,Colombia,Asylum-seekers,27
Spain,Cabo Verde,Asylum-seekers,*
Spain,Costa Rica,Asylum-seekers,*
Spain,Cuba,Asylum-seekers,33
Spain,Dominican Rep.,Asylum-seekers,*
Spain,Algeria,Asylum-seekers,199
Spain,Ecuador,Asylum-seekers,*
Spain,Egypt,Asylum-seekers,48
Spain,Eritrea,Asylum-seekers,*
Spain,Western Sahara,Asylum-seekers,30
Spain,Spain,Asylum-seekers,
Spain,Ethiopia,Asylum-seekers,*
Spain,France,Asylum-seekers,*
Spain,Gabon,Asylum-seekers,*
Spain,Georgia,Asylum-seekers,10
Spain,Ghana,Asylum-seekers,9
Spain,Guinea,Asylum-seekers,30
Spain,Gambia,Asylum-seekers,18
Spain,Guinea-Bissau,Asylum-seekers,9
Spain,Equatorial Guinea,Asylum-seekers,27
Spain,Guatemala,Asylum-seekers,*
Spain,Guyana,Asylum-seekers,*
Spain,Honduras,Asylum-seekers,37
Spain,Haiti,Asylum-seekers,10
Spain,India,Asylum-seekers,7
Spain,Iran (Islamic Rep. of),Asylum-seekers,104
Spain,Iraq,Asylum-seekers,150
Spain,Israel,Asylum-seekers,*
Spain,Jordan,Asylum-seekers,26
Spain,Kazakhstan,Asylum-seekers,5
Spain,Kenya,Asylum-seekers,5
Spain,Kyrgyzstan,Asylum-seekers,
Spain,Lebanon,Asylum-seekers,50
Spain,Liberia,Asylum-seekers,8
Spain,Libya,Asylum-seekers,40
Spain,Sri Lanka,Asylum-seekers,32
Spain,Morocco,Asylum-seekers,26
Spain,Rep. of Moldova,Asylum-seekers,*
Spain,Mexico,Asylum-seekers,10
Spain,The former Yugoslav Republic of Macedonia,Asylum-seekers,6
Spain,Mali,Asylum-seekers,1854
Spain,Myanmar,Asylum-seekers,*
Spain,Montenegro,Asylum-seekers,*
Spain,Mongolia,Asylum-seekers,*
Spain,Mozambique,Asylum-seekers,
Spain,Mauritania,Asylum-seekers,*
Spain,Mauritius,Asylum-seekers,10
Spain,Malawi,Asylum-seekers,*
Spain,Niger,Asylum-seekers,*
Spain,Nigeria,Asylum-seekers,88
Spain,Nicaragua,Asylum-seekers,6
Spain,Nepal,Asylum-seekers,*
Spain,Pakistan,Asylum-seekers,110
Spain,Panama,Asylum-seekers,*
Spain,Peru,Asylum-seekers,*
Spain,Philippines,Asylum-seekers,*
Spain,Dem. People's Rep. of Korea,Asylum-seekers,*
Spain,Palestinian,Asylum-seekers,187
Spain,Romania,Asylum-seekers,
Spain,Russian Federation,Asylum-seekers,57
Spain,Rwanda,Asylum-seekers,5
Spain,Sudan,Asylum-seekers,10
Spain,Senegal,Asylum-seekers,13
Spain,Singapore,Asylum-seekers,5
Spain,Sierra Leone,Asylum-seekers,*
Spain,El Salvador,Asylum-seekers,28
Spain,Somalia,Asylum-seekers,84
Spain,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Spain,Syrian Arab Rep.,Asylum-seekers,781
Spain,Chad,Asylum-seekers,*
Spain,Togo,Asylum-seekers,*
Spain,Tibetan,Asylum-seekers,*
Spain,Tajikistan,Asylum-seekers,*
Spain,Tunisia,Asylum-seekers,*
Spain,Turkey,Asylum-seekers,*
Spain,Uganda,Asylum-seekers,*
Spain,Ukraine,Asylum-seekers,689
Spain,United States of America,Asylum-seekers,*
Spain,Uzbekistan,Asylum-seekers,*
Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,119
Spain,Viet Nam,Asylum-seekers,*
Spain,Stateless,Asylum-seekers,
Spain,Various/Unknown,Asylum-seekers,1944
Spain,Yemen,Asylum-seekers,*
Spain,South Africa,Asylum-seekers,*
Spain,Zambia,Asylum-seekers,*
Spain,Zimbabwe,Asylum-seekers,*
Estonia,Afghanistan,Asylum-seekers,*
Estonia,Albania,Asylum-seekers,*
Estonia,Armenia,Asylum-seekers,
Estonia,Azerbaijan,Asylum-seekers,*
Estonia,Bangladesh,Asylum-seekers,*
Estonia,Belarus,Asylum-seekers,*
Estonia,Côte d'Ivoire,Asylum-seekers,*
Estonia,Cameroon,Asylum-seekers,*
Estonia,Dem. Rep. of the Congo,Asylum-seekers,*
Estonia,Cuba,Asylum-seekers,*
Estonia,Algeria,Asylum-seekers,*
Estonia,Egypt,Asylum-seekers,*
Estonia,Eritrea,Asylum-seekers,*
Estonia,Estonia,Asylum-seekers,
Estonia,Georgia,Asylum-seekers,*
Estonia,Guinea,Asylum-seekers,*
Estonia,India,Asylum-seekers,*
Estonia,Iraq,Asylum-seekers,*
Estonia,Israel,Asylum-seekers,*
Estonia,Kyrgyzstan,Asylum-seekers,*
Estonia,Sri Lanka,Asylum-seekers,*
Estonia,Mali,Asylum-seekers,*
Estonia,Nigeria,Asylum-seekers,*
Estonia,Pakistan,Asylum-seekers,
Estonia,Palestinian,Asylum-seekers,*
Estonia,Russian Federation,Asylum-seekers,7
Estonia,Sudan,Asylum-seekers,18
Estonia,Somalia,Asylum-seekers,
Estonia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Estonia,Syrian Arab Rep.,Asylum-seekers,*
Estonia,Tajikistan,Asylum-seekers,
Estonia,Turkmenistan,Asylum-seekers,
Estonia,Tunisia,Asylum-seekers,*
Estonia,Turkey,Asylum-seekers,*
Estonia,Uganda,Asylum-seekers,
Estonia,Ukraine,Asylum-seekers,44
Estonia,Viet Nam,Asylum-seekers,*
Estonia,Stateless,Asylum-seekers,
Ethiopia,Afghanistan,Asylum-seekers,
Ethiopia,Burundi,Asylum-seekers,44
Ethiopia,Côte d'Ivoire,Asylum-seekers,*
Ethiopia,Cameroon,Asylum-seekers,*
Ethiopia,Dem. Rep. of the Congo,Asylum-seekers,580
Ethiopia,Congo,Asylum-seekers,*
Ethiopia,Djibouti,Asylum-seekers,*
Ethiopia,Djibouti,Asylum-seekers,
Ethiopia,Egypt,Asylum-seekers,*
Ethiopia,Eritrea,Asylum-seekers,
Ethiopia,Eritrea,Asylum-seekers,14
Ethiopia,Ethiopia,Asylum-seekers,
Ethiopia,Iraq,Asylum-seekers,
Ethiopia,Kenya,Asylum-seekers,348
Ethiopia,Lebanon,Asylum-seekers,*
Ethiopia,Liberia,Asylum-seekers,*
Ethiopia,Nigeria,Asylum-seekers,
Ethiopia,Rwanda,Asylum-seekers,6
Ethiopia,Saudi Arabia,Asylum-seekers,*
Ethiopia,Sudan,Asylum-seekers,278
Ethiopia,Somalia,Asylum-seekers,2683
Ethiopia,South Sudan,Asylum-seekers,65
Ethiopia,Syrian Arab Rep.,Asylum-seekers,8
Ethiopia,Chad,Asylum-seekers,
Ethiopia,United Rep. of Tanzania,Asylum-seekers,*
Ethiopia,Uganda,Asylum-seekers,*
Ethiopia,Yemen,Asylum-seekers,79
Finland,Afghanistan,Asylum-seekers,133
Finland,Angola,Asylum-seekers,*
Finland,Albania,Asylum-seekers,23
Finland,Argentina,Asylum-seekers,*
Finland,Armenia,Asylum-seekers,*
Finland,Azerbaijan,Asylum-seekers,10
Finland,Burundi,Asylum-seekers,*
Finland,Benin,Asylum-seekers,*
Finland,Burkina Faso,Asylum-seekers,*
Finland,Bangladesh,Asylum-seekers,*
Finland,Bulgaria,Asylum-seekers,*
Finland,Bosnia and Herzegovina,Asylum-seekers,6
Finland,Belarus,Asylum-seekers,5
Finland,Bolivia (Plurinational State of),Asylum-seekers,
Finland,Brazil,Asylum-seekers,5
Finland,Botswana,Asylum-seekers,*
Finland,Central African Rep.,Asylum-seekers,*
Finland,China,Asylum-seekers,5
Finland,Côte d'Ivoire,Asylum-seekers,*
Finland,Cameroon,Asylum-seekers,31
Finland,Dem. Rep. of the Congo,Asylum-seekers,23
Finland,Congo,Asylum-seekers,*
Finland,Colombia,Asylum-seekers,*
Finland,Cabo Verde,Asylum-seekers,*
Finland,Cuba,Asylum-seekers,*
Finland,Germany,Asylum-seekers,*
Finland,Djibouti,Asylum-seekers,
Finland,Denmark,Asylum-seekers,*
Finland,Dominican Rep.,Asylum-seekers,*
Finland,Algeria,Asylum-seekers,31
Finland,Ecuador,Asylum-seekers,
Finland,Egypt,Asylum-seekers,8
Finland,Eritrea,Asylum-seekers,7
Finland,Spain,Asylum-seekers,*
Finland,Ethiopia,Asylum-seekers,17
Finland,Finland,Asylum-seekers,
Finland,France,Asylum-seekers,*
Finland,Gabon,Asylum-seekers,*
Finland,United Kingdom,Asylum-seekers,*
Finland,Georgia,Asylum-seekers,16
Finland,Ghana,Asylum-seekers,20
Finland,Guinea,Asylum-seekers,12
Finland,Gambia,Asylum-seekers,24
Finland,Guinea-Bissau,Asylum-seekers,*
Finland,Equatorial Guinea,Asylum-seekers,*
Finland,Greece,Asylum-seekers,*
Finland,Guatemala,Asylum-seekers,
Finland,Honduras,Asylum-seekers,*
Finland,Croatia,Asylum-seekers,
Finland,Indonesia,Asylum-seekers,*
Finland,India,Asylum-seekers,*
Finland,Iran (Islamic Rep. of),Asylum-seekers,44
Finland,Iraq,Asylum-seekers,450
Finland,Israel,Asylum-seekers,*
Finland,Italy,Asylum-seekers,*
Finland,Jamaica,Asylum-seekers,*
Finland,Jordan,Asylum-seekers,*
Finland,Kazakhstan,Asylum-seekers,6
Finland,Kenya,Asylum-seekers,*
Finland,Kyrgyzstan,Asylum-seekers,*
Finland,Cambodia,Asylum-seekers,*
Finland,Rep. of Korea,Asylum-seekers,*
Finland,Kuwait,Asylum-seekers,*
Finland,Lebanon,Asylum-seekers,5
Finland,Liberia,Asylum-seekers,*
Finland,Libya,Asylum-seekers,12
Finland,Sri Lanka,Asylum-seekers,13
Finland,Latvia,Asylum-seekers,*
Finland,Morocco,Asylum-seekers,27
Finland,Rep. of Moldova,Asylum-seekers,*
Finland,Mexico,Asylum-seekers,*
Finland,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Finland,Mali,Asylum-seekers,7
Finland,Myanmar,Asylum-seekers,15
Finland,Montenegro,Asylum-seekers,6
Finland,Mongolia,Asylum-seekers,*
Finland,Mozambique,Asylum-seekers,*
Finland,Mauritania,Asylum-seekers,*
Finland,Mauritius,Asylum-seekers,*
Finland,Malawi,Asylum-seekers,
Finland,Niger,Asylum-seekers,*
Finland,Nigeria,Asylum-seekers,56
Finland,Nepal,Asylum-seekers,*
Finland,Pakistan,Asylum-seekers,23
Finland,Peru,Asylum-seekers,*
Finland,Philippines,Asylum-seekers,*
Finland,Papua New Guinea,Asylum-seekers,*
Finland,Dem. People's Rep. of Korea,Asylum-seekers,*
Finland,Palestinian,Asylum-seekers,*
Finland,Russian Federation,Asylum-seekers,114
Finland,Rwanda,Asylum-seekers,*
Finland,Saudi Arabia,Asylum-seekers,*
Finland,Sudan,Asylum-seekers,*
Finland,Senegal,Asylum-seekers,6
Finland,Sierra Leone,Asylum-seekers,*
Finland,El Salvador,Asylum-seekers,*
Finland,Somalia,Asylum-seekers,271
Finland,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,29
Finland,South Sudan,Asylum-seekers,*
Finland,Swaziland,Asylum-seekers,*
Finland,Syrian Arab Rep.,Asylum-seekers,55
Finland,Chad,Asylum-seekers,
Finland,Togo,Asylum-seekers,*
Finland,Thailand,Asylum-seekers,*
Finland,Tajikistan,Asylum-seekers,*
Finland,Turkmenistan,Asylum-seekers,
Finland,Tunisia,Asylum-seekers,8
Finland,Turkey,Asylum-seekers,19
Finland,United Rep. of Tanzania,Asylum-seekers,8
Finland,Uganda,Asylum-seekers,*
Finland,Ukraine,Asylum-seekers,54
Finland,United States of America,Asylum-seekers,*
Finland,Uzbekistan,Asylum-seekers,9
Finland,Venezuela (Bolivarian Republic of),Asylum-seekers,*
Finland,Viet Nam,Asylum-seekers,*
Finland,Stateless,Asylum-seekers,33
Finland,Various/Unknown,Asylum-seekers,38
Finland,Yemen,Asylum-seekers,*
Finland,South Africa,Asylum-seekers,*
Finland,Zambia,Asylum-seekers,*
Finland,Zimbabwe,Asylum-seekers,
Fiji,Afghanistan,Asylum-seekers,*
Fiji,Eritrea,Asylum-seekers,
Fiji,Ghana,Asylum-seekers,*
Fiji,Lebanon,Asylum-seekers,*
Fiji,Nigeria,Asylum-seekers,
Fiji,Pakistan,Asylum-seekers,*
Fiji,Somalia,Asylum-seekers,
Fiji,Ukraine,Asylum-seekers,6
France,Afghanistan,Asylum-seekers,424
France,Angola,Asylum-seekers,635
France,Albania,Asylum-seekers,2723
France,United Arab Emirates,Asylum-seekers,*
France,Argentina,Asylum-seekers,*
France,Armenia,Asylum-seekers,1261
France,Austria,Asylum-seekers,
France,Azerbaijan,Asylum-seekers,1146
France,Burundi,Asylum-seekers,20
France,Belgium,Asylum-seekers,*
France,Benin,Asylum-seekers,20
France,Burkina Faso,Asylum-seekers,100
France,Bangladesh,Asylum-seekers,3223
France,Bulgaria,Asylum-seekers,
France,Bahrain,Asylum-seekers,*
France,Bosnia and Herzegovina,Asylum-seekers,255
France,Belarus,Asylum-seekers,62
France,Bolivia (Plurinational State of),Asylum-seekers,*
France,Brazil,Asylum-seekers,5
France,Bhutan,Asylum-seekers,66
France,Botswana,Asylum-seekers,*
France,Central African Rep.,Asylum-seekers,660
France,Canada,Asylum-seekers,*
France,Chile,Asylum-seekers,*
France,China,Asylum-seekers,1270
France,Côte d'Ivoire,Asylum-seekers,855
France,Cameroon,Asylum-seekers,280
France,Dem. Rep. of the Congo,Asylum-seekers,5790
France,Congo,Asylum-seekers,734
France,Colombia,Asylum-seekers,85
France,Comoros,Asylum-seekers,266
France,Cabo Verde,Asylum-seekers,*
France,Costa Rica,Asylum-seekers,*
France,Cuba,Asylum-seekers,19
France,Cyprus,Asylum-seekers,*
France,Czech Rep.,Asylum-seekers,*
France,Germany,Asylum-seekers,
France,Djibouti,Asylum-seekers,80
France,Dominica,Asylum-seekers,*
France,Dominican Rep.,Asylum-seekers,207
France,Algeria,Asylum-seekers,1023
France,Ecuador,Asylum-seekers,*
France,Egypt,Asylum-seekers,329
France,Eritrea,Asylum-seekers,490
France,Western Sahara,Asylum-seekers,524
France,Spain,Asylum-seekers,
France,Estonia,Asylum-seekers,
France,Ethiopia,Asylum-seekers,183
France,France,Asylum-seekers,
France,Gabon,Asylum-seekers,37
France,Georgia,Asylum-seekers,2125
France,Ghana,Asylum-seekers,30
France,Guinea,Asylum-seekers,2753
France,Gambia,Asylum-seekers,114
France,Guinea-Bissau,Asylum-seekers,172
France,Equatorial Guinea,Asylum-seekers,9
France,Greece,Asylum-seekers,*
France,Guatemala,Asylum-seekers,*
France,Guyana,Asylum-seekers,9
France,Honduras,Asylum-seekers,*
France,Croatia,Asylum-seekers,*
France,Haiti,Asylum-seekers,2171
France,Hungary,Asylum-seekers,*
France,Indonesia,Asylum-seekers,
France,India,Asylum-seekers,31
France,Iran (Islamic Rep. of),Asylum-seekers,118
France,Iraq,Asylum-seekers,307
France,Israel,Asylum-seekers,*
France,Italy,Asylum-seekers,*
France,Jamaica,Asylum-seekers,9
France,Jordan,Asylum-seekers,13
France,Kazakhstan,Asylum-seekers,137
France,Kenya,Asylum-seekers,32
France,Kyrgyzstan,Asylum-seekers,53
France,Cambodia,Asylum-seekers,38
France,Saint Kitts and Nevis,Asylum-seekers,*
France,Rep. of Korea,Asylum-seekers,6
France,Kuwait,Asylum-seekers,*
France,Lao People's Dem. Rep.,Asylum-seekers,12
France,Lebanon,Asylum-seekers,51
France,Liberia,Asylum-seekers,16
France,Libya,Asylum-seekers,275
France,Saint Lucia,Asylum-seekers,5
France,Sri Lanka,Asylum-seekers,2761
France,Lithuania,Asylum-seekers,*
France,Latvia,Asylum-seekers,*
France,Morocco,Asylum-seekers,192
France,Rep. of Moldova,Asylum-seekers,15
France,Madagascar,Asylum-seekers,159
France,Maldives,Asylum-seekers,
France,Mexico,Asylum-seekers,6
France,The former Yugoslav Republic of Macedonia,Asylum-seekers,110
France,Mali,Asylum-seekers,931
France,Myanmar,Asylum-seekers,166
France,Montenegro,Asylum-seekers,58
France,Mongolia,Asylum-seekers,87
France,Mozambique,Asylum-seekers,*
France,Mauritania,Asylum-seekers,587
France,Mauritius,Asylum-seekers,*
France,Malawi,Asylum-seekers,*
France,Malaysia,Asylum-seekers,*
France,Namibia,Asylum-seekers,
France,Niger,Asylum-seekers,36
France,Nigeria,Asylum-seekers,1867
France,Nicaragua,Asylum-seekers,*
France,Netherlands,Asylum-seekers,*
France,Nepal,Asylum-seekers,108
France,Pakistan,Asylum-seekers,2286
France,Peru,Asylum-seekers,38
France,Philippines,Asylum-seekers,9
France,Poland,Asylum-seekers,
France,Dem. People's Rep. of Korea,Asylum-seekers,35
France,Portugal,Asylum-seekers,*
France,Paraguay,Asylum-seekers,
France,Palestinian,Asylum-seekers,86
France,Romania,Asylum-seekers,*
France,Russian Federation,Asylum-seekers,4942
France,Rwanda,Asylum-seekers,239
France,Saudi Arabia,Asylum-seekers,*
France,Sudan,Asylum-seekers,1496
France,Senegal,Asylum-seekers,173
France,Sierra Leone,Asylum-seekers,135
France,El Salvador,Asylum-seekers,5
France,Somalia,Asylum-seekers,515
France,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,2780
France,South Sudan,Asylum-seekers,*
France,Sao Tome and Principe,Asylum-seekers,
France,Suriname,Asylum-seekers,29
France,Slovakia,Asylum-seekers,
France,Swaziland,Asylum-seekers,
France,Seychelles,Asylum-seekers,*
France,Syrian Arab Rep.,Asylum-seekers,1239
France,Chad,Asylum-seekers,344
France,Togo,Asylum-seekers,231
France,Thailand,Asylum-seekers,9
France,Tajikistan,Asylum-seekers,15
France,Turkmenistan,Asylum-seekers,*
France,Trinidad and Tobago,Asylum-seekers,*
France,Tunisia,Asylum-seekers,140
France,Turkey,Asylum-seekers,1333
France,United Rep. of Tanzania,Asylum-seekers,5
